date,USD,JPY,CHF,GBP,EUR
2014-02-17,1.3699,139.6,1.2221,0.81885,1.0
2014-02-18,1.3731,140.77,1.2221,0.8233,1.0
2014-02-19,1.3745,140.08,1.2214,0.8251,1.0
2014-02-20,1.3706,139.91,1.2203,0.822,1.0
2014-02-21,1.3707,140.5,1.2195,0.82183,1.0
2014-02-24,1.3735,140.69,1.2209,0.82465,1.0
2014-02-25,1.3754,140.65,1.2193,0.82395,1.0
2014-02-26,1.3726,140.5,1.2198,0.8226,1.0
2014-02-27,1.3656,139.15,1.2161,0.82035,1.0
2014-02-28,1.3813,140.63,1.2153,0.82625,1.0
2014-03-03,1.3768,139.51,1.2129,0.82305,1.0
2014-03-04,1.3768,140.2,1.2172,0.8246,1.0
2014-03-05,1.3732,140.71,1.2186,0.8217,1.0
2014-03-06,1.3745,141.22,1.219,0.8234,1.0
2014-03-07,1.3894,143.02,1.2191,0.8285,1.0
2014-03-10,1.3881,143.39,1.2192,0.8338,1.0
2014-03-11,1.385,143.05,1.2175,0.8336,1.0
2014-03-12,1.3887,142.68,1.2159,0.8359,1.0
2014-03-13,1.3942,143.3,1.216,0.83545,1.0
2014-03-14,1.3884,140.63,1.2124,0.83665,1.0
2014-03-17,1.3906,141.45,1.2154,0.83675,1.0
2014-03-18,1.3902,141.1,1.2162,0.8383,1.0
2014-03-19,1.3913,141.31,1.2167,0.8368,1.0
2014-03-20,1.3762,140.85,1.219,0.83455,1.0
2014-03-21,1.378,141.07,1.2182,0.8357,1.0
2014-03-24,1.3774,141.05,1.2197,0.8354,1.0
2014-03-25,1.3789,141.22,1.2197,0.8348,1.0
2014-03-26,1.3791,141.25,1.2216,0.8336,1.0
2014-03-27,1.3758,140.75,1.2187,0.8277,1.0
2014-03-28,1.3759,140.9,1.2186,0.8272,1.0
2014-03-31,1.3788,142.42,1.2194,0.8282,1.0
2014-04-01,1.379,142.53,1.2178,0.8292,1.0
2014-04-02,1.3795,143.03,1.219,0.828,1.0
2014-04-03,1.3771,143.12,1.2209,0.8297,1.0
2014-04-04,1.37,142.33,1.2235,0.8267,1.0
2014-04-07,1.3723,141.65,1.2202,0.8271,1.0
2014-04-08,1.3774,140.9,1.22,0.8242,1.0
2014-04-09,1.3794,140.73,1.2184,0.82375,1.0
2014-04-10,1.3867,141.0,1.218,0.8272,1.0
2014-04-11,1.3872,140.69,1.2161,0.8291,1.0
2014-04-14,1.3827,140.87,1.2154,0.8274,1.0
2014-04-15,1.3803,140.62,1.2162,0.8251,1.0
2014-04-16,1.384,141.55,1.2169,0.8239,1.0
2014-04-17,1.3855,141.57,1.2175,0.8243,1.0
2014-04-22,1.3817,141.69,1.2214,0.8205,1.0
2014-04-23,1.3834,141.46,1.2198,0.8239,1.0
2014-04-24,1.382,141.63,1.2203,0.823,1.0
2014-04-25,1.3831,141.05,1.2194,0.82285,1.0
2014-04-28,1.3861,141.85,1.2181,0.8228,1.0
2014-04-29,1.3826,142.03,1.22,0.8222,1.0
2014-04-30,1.385,142.07,1.22,0.823,1.0
2014-05-02,1.3862,142.06,1.2189,0.8214,1.0
2014-05-05,1.3874,141.44,1.2174,0.82293,1.0
2014-05-06,1.3945,141.89,1.2169,0.82115,1.0
2014-05-07,1.3927,141.68,1.2186,0.8207,1.0
2014-05-08,1.3953,141.95,1.2178,0.8233,1.0
2014-05-09,1.3781,140.14,1.2186,0.81725,1.0
2014-05-12,1.3765,140.31,1.2211,0.81515,1.0
2014-05-13,1.3703,140.25,1.2201,0.81395,1.0
2014-05-14,1.3719,139.65,1.2199,0.8177,1.0
2014-05-15,1.3659,139.17,1.2227,0.8152,1.0
2014-05-16,1.3696,138.95,1.221,0.8148,1.0
2014-05-19,1.3715,138.79,1.2228,0.8146,1.0
2014-05-20,1.3702,138.88,1.2223,0.814,1.0
2014-05-21,1.3676,138.18,1.2216,0.8094,1.0
2014-05-22,1.3668,138.96,1.2215,0.8104,1.0
2014-05-23,1.363,138.92,1.221,0.80935,1.0
2014-05-26,1.3635,138.97,1.221,0.8099,1.0
2014-05-27,1.3638,139.01,1.2221,0.811,1.0
2014-05-28,1.3608,138.73,1.2225,0.8125,1.0
2014-05-29,1.3612,138.34,1.221,0.8145,1.0
2014-05-30,1.3607,138.36,1.2204,0.8131,1.0
2014-06-02,1.3611,138.94,1.2214,0.8129,1.0
2014-06-03,1.3645,139.64,1.2216,0.8147,1.0
2014-06-04,1.3627,139.78,1.2204,0.813,1.0
2014-06-05,1.3567,139.24,1.22,0.8103,1.0
2014-06-06,1.3642,139.71,1.2185,0.8108,1.0
2014-06-09,1.3608,139.39,1.2193,0.80985,1.0
2014-06-10,1.3547,138.63,1.2188,0.8075,1.0
2014-06-11,1.3547,138.19,1.2179,0.807,1.0
2014-06-12,1.3528,138.12,1.2174,0.8039,1.0
2014-06-13,1.3534,138.08,1.2178,0.7979,1.0
2014-06-16,1.3532,137.81,1.2176,0.7974,1.0
2014-06-17,1.3568,138.4,1.2188,0.7994,1.0
2014-06-18,1.3563,138.65,1.218,0.8005,1.0
2014-06-19,1.362,138.82,1.217,0.79985,1.0
2014-06-20,1.3588,138.68,1.2169,0.7975,1.0
2014-06-23,1.3596,138.46,1.2167,0.7994,1.0
2014-06-24,1.3618,138.8,1.2173,0.8015,1.0
2014-06-25,1.3615,138.73,1.2168,0.80225,1.0
2014-06-26,1.3606,138.49,1.2164,0.7991,1.0
2014-06-27,1.362,138.09,1.2162,0.79965,1.0
2014-06-30,1.3658,138.44,1.2156,0.8015,1.0
2014-07-01,1.3688,138.98,1.2138,0.7981,1.0
2014-07-02,1.3656,138.65,1.2137,0.7958,1.0
2014-07-03,1.3646,139.06,1.2147,0.7965,1.0
2014-07-04,1.3588,138.67,1.216,0.7926,1.0
2014-07-07,1.3592,138.53,1.2155,0.79385,1.0
2014-07-08,1.3589,138.26,1.2155,0.79385,1.0
2014-07-09,1.3603,138.38,1.2158,0.79555,1.0
2014-07-10,1.3604,137.87,1.2143,0.79505,1.0
2014-07-11,1.3595,137.75,1.2143,0.7941,1.0
2014-07-14,1.3627,138.29,1.2139,0.7966,1.0
2014-07-15,1.3613,138.28,1.2142,0.7931,1.0
2014-07-16,1.3532,137.73,1.2156,0.7903,1.0
2014-07-17,1.3525,137.27,1.2147,0.7909,1.0
2014-07-18,1.3525,137.07,1.2144,0.79155,1.0
2014-07-21,1.3518,136.97,1.2144,0.7915,1.0
2014-07-22,1.3481,136.93,1.2151,0.7905,1.0
2014-07-23,1.3465,136.51,1.215,0.7908,1.0
2014-07-24,1.3472,136.97,1.2152,0.79215,1.0
2014-07-25,1.344,136.97,1.2152,0.79115,1.0
2014-07-28,1.3433,136.74,1.215,0.79055,1.0
2014-07-29,1.3429,137.04,1.2152,0.7924,1.0
2014-07-30,1.3401,137.05,1.2165,0.7917,1.0
2014-07-31,1.3379,137.66,1.2169,0.7928,1.0
2014-08-01,1.3395,137.92,1.2163,0.7961,1.0
2014-08-04,1.3422,137.72,1.2167,0.7972,1.0
2014-08-05,1.3382,137.46,1.2175,0.7939,1.0
2014-08-06,1.3345,136.58,1.2152,0.79285,1.0
2014-08-07,1.3368,136.76,1.215,0.794,1.0
2014-08-08,1.3388,136.45,1.2137,0.7967,1.0
2014-08-11,1.3386,136.72,1.2134,0.7976,1.0
2014-08-12,1.3346,136.49,1.2138,0.7955,1.0
2014-08-13,1.336,136.89,1.2135,0.7997,1.0
2014-08-14,1.3373,136.99,1.2124,0.8016,1.0
2014-08-15,1.3388,137.33,1.2114,0.80215,1.0
2014-08-18,1.3383,137.22,1.2107,0.8002,1.0
2014-08-19,1.3354,137.12,1.2104,0.80265,1.0
2014-08-20,1.3284,137.23,1.2106,0.7981,1.0
2014-08-21,1.3262,137.71,1.2109,0.79925,1.0
2014-08-22,1.3267,137.7,1.21,0.8003,1.0
2014-08-25,1.32,137.13,1.2087,0.79567,1.0
2014-08-26,1.3192,137.15,1.2086,0.79605,1.0
2014-08-27,1.3177,136.88,1.2068,0.794,1.0
2014-08-28,1.3178,136.68,1.206,0.7945,1.0
2014-08-29,1.3188,137.11,1.2061,0.7953,1.0
2014-09-01,1.3133,136.97,1.2072,0.79025,1.0
2014-09-02,1.3115,137.63,1.2072,0.7933,1.0
2014-09-03,1.3151,138.11,1.2078,0.79855,1.0
2014-09-04,1.3015,136.89,1.2055,0.7932,1.0
2014-09-05,1.2948,136.27,1.2064,0.79455,1.0
2014-09-08,1.2947,136.32,1.2069,0.80235,1.0
2014-09-09,1.2902,136.9,1.206,0.8005,1.0
2014-09-10,1.2929,137.9,1.2072,0.80125,1.0
2014-09-11,1.2928,138.38,1.21,0.7958,1.0
2014-09-12,1.2931,138.72,1.2089,0.7966,1.0
2014-09-15,1.2911,138.48,1.2099,0.79495,1.0
2014-09-16,1.2949,138.67,1.2085,0.7992,1.0
2014-09-17,1.2956,139.05,1.2101,0.7936,1.0
2014-09-18,1.2872,140.11,1.2086,0.7883,1.0
2014-09-19,1.2852,139.84,1.2067,0.7865,1.0
2014-09-22,1.2845,140.09,1.2069,0.7866,1.0
2014-09-23,1.2892,139.87,1.2069,0.786,1.0
2014-09-24,1.2826,139.5,1.2077,0.7823,1.0
2014-09-25,1.2712,138.88,1.2076,0.7804,1.0
2014-09-26,1.2732,138.93,1.2071,0.7807,1.0
2014-09-29,1.2701,138.97,1.2071,0.7827,1.0
2014-09-30,1.2583,138.11,1.2063,0.7773,1.0
2014-10-01,1.2603,138.53,1.2072,0.7782,1.0
2014-10-02,1.2631,137.47,1.2085,0.7824,1.0
2014-10-03,1.2616,137.46,1.2089,0.78525,1.0
2014-10-06,1.2565,137.25,1.212,0.78575,1.0
2014-10-07,1.2607,136.9,1.2115,0.784,1.0
2014-10-08,1.2645,136.97,1.2132,0.787,1.0
2014-10-09,1.2763,137.37,1.2107,0.7875,1.0
2014-10-10,1.2638,136.27,1.2092,0.7882,1.0
2014-10-13,1.2679,135.95,1.2077,0.788,1.0
2014-10-14,1.2646,135.29,1.2079,0.7945,1.0
2014-10-15,1.2666,135.5,1.2072,0.7957,1.0
2014-10-16,1.2749,134.95,1.2061,0.797,1.0
2014-10-17,1.2823,136.45,1.2074,0.7955,1.0
2014-10-20,1.2773,136.62,1.2064,0.7914,1.0
2014-10-21,1.2762,136.2,1.2068,0.79,1.0
2014-10-22,1.2693,135.79,1.2062,0.7909,1.0
2014-10-23,1.2669,136.42,1.2067,0.7904,1.0
2014-10-24,1.2659,136.64,1.206,0.7887,1.0
2014-10-27,1.2679,136.76,1.206,0.7871,1.0
2014-10-28,1.2748,137.45,1.2056,0.7881,1.0
2014-10-29,1.2737,137.75,1.2059,0.79095,1.0
2014-10-30,1.2598,137.27,1.2059,0.7872,1.0
2014-10-31,1.2524,140.18,1.2067,0.78425,1.0
2014-11-03,1.2493,142.19,1.2054,0.78085,1.0
2014-11-04,1.2514,141.96,1.2055,0.7819,1.0
2014-11-05,1.248,143.21,1.2043,0.7843,1.0
2014-11-06,1.2517,143.33,1.2045,0.78615,1.0
2014-11-07,1.2393,142.89,1.204,0.7834,1.0
2014-11-10,1.2486,142.56,1.2028,0.7852,1.0
2014-11-11,1.2424,143.88,1.2024,0.7836,1.0
2014-11-12,1.2467,143.63,1.2023,0.788,1.0
2014-11-13,1.2456,143.87,1.2018,0.7912,1.0
2014-11-14,1.2436,144.94,1.2015,0.7944,1.0
2014-11-17,1.2496,145.3,1.2013,0.7989,1.0
2014-11-18,1.2514,145.91,1.2013,0.7994,1.0
2014-11-19,1.2535,147.45,1.2014,0.79965,1.0
2014-11-20,1.2539,148.25,1.2014,0.7989,1.0
2014-11-21,1.2422,146.46,1.2024,0.7921,1.0
2014-11-24,1.241,146.82,1.2027,0.7916,1.0
2014-11-25,1.2424,146.66,1.203,0.7929,1.0
2014-11-26,1.2475,146.91,1.2026,0.79095,1.0
2014-11-27,1.248,146.67,1.2022,0.792,1.0
2014-11-28,1.2483,147.69,1.2018,0.7953,1.0
2014-12-01,1.2469,147.62,1.2028,0.7927,1.0
2014-12-02,1.2424,148.08,1.204,0.7936,1.0
2014-12-03,1.2331,147.2,1.2032,0.7862,1.0
2014-12-04,1.2311,147.64,1.2035,0.7861,1.0
2014-12-05,1.2362,149.03,1.2021,0.7881,1.0
2014-12-08,1.2258,148.45,1.2023,0.7845,1.0
2014-12-09,1.2369,148.02,1.2021,0.79015,1.0
2014-12-10,1.2392,147.33,1.2024,0.78975,1.0
2014-12-11,1.2428,147.2,1.2012,0.7927,1.0
2014-12-12,1.245,147.41,1.201,0.7925,1.0
2014-12-15,1.2426,147.67,1.2011,0.7936,1.0
2014-12-16,1.2537,145.79,1.2009,0.7965,1.0
2014-12-17,1.2448,145.89,1.201,0.7932,1.0
2014-12-18,1.2285,145.96,1.2052,0.7865,1.0
2014-12-19,1.2279,146.41,1.2039,0.7847,1.0
2014-12-22,1.2259,147.06,1.2035,0.7849,1.0
2014-12-23,1.2213,146.8,1.2032,0.7867,1.0
2014-12-24,1.2219,147.07,1.2025,0.7865,1.0
2014-12-29,1.2197,146.96,1.2028,0.7842,1.0
2014-12-30,1.216,145.41,1.2028,0.7823,1.0
2014-12-31,1.2141,145.23,1.2024,0.7789,1.0
2015-01-02,1.2043,145.21,1.2022,0.78,1.0
2015-01-05,1.1915,143.0,1.2016,0.7827,1.0
2015-01-06,1.1914,141.69,1.2014,0.7842,1.0
2015-01-07,1.1831,141.17,1.2011,0.7823,1.0
2015-01-08,1.1768,141.0,1.201,0.7811,1.0
2015-01-09,1.1813,140.81,1.201,0.7799,1.0
2015-01-12,1.1804,140.56,1.201,0.7791,1.0
2015-01-13,1.1782,139.56,1.201,0.7767,1.0
2015-01-14,1.1775,137.48,1.201,0.7753,1.0
2015-01-15,1.1708,136.48,1.028,0.7672,1.0
2015-01-16,1.1588,135.06,1.0128,0.7637,1.0
2015-01-19,1.1605,136.27,1.012,0.7664,1.0
2015-01-20,1.1579,137.37,1.0087,0.7637,1.0
2015-01-21,1.1593,136.07,0.9997,0.7671,1.0
2015-01-22,1.1618,136.7,0.9943,0.7644,1.0
2015-01-23,1.1198,132.12,0.9816,0.7473,1.0
2015-01-26,1.1244,133.03,1.0014,0.74895,1.0
2015-01-27,1.1306,133.08,1.017,0.74725,1.0
2015-01-28,1.1344,133.7,1.0242,0.7466,1.0
2015-01-29,1.1315,133.43,1.0372,0.74775,1.0
2015-01-30,1.1305,133.08,1.0468,0.7511,1.0
2015-02-02,1.131,133.06,1.0519,0.7526,1.0
2015-02-03,1.1376,133.48,1.0526,0.75395,1.0
2015-02-04,1.1446,134.49,1.0602,0.7516,1.0
2015-02-05,1.141,133.98,1.0587,0.7482,1.0
2015-02-06,1.1447,134.28,1.0534,0.7473,1.0
2015-02-09,1.1275,133.72,1.0428,0.7415,1.0
2015-02-10,1.1297,134.67,1.0457,0.742,1.0
2015-02-11,1.1314,135.5,1.0465,0.7396,1.0
2015-02-12,1.1328,135.72,1.0559,0.7376,1.0
2015-02-13,1.1381,135.46,1.0576,0.7401,1.0
2015-02-16,1.1408,135.26,1.0626,0.7421,1.0
2015-02-17,1.1415,135.61,1.0631,0.7434,1.0
2015-02-18,1.1372,135.69,1.0707,0.7372,1.0
2015-02-19,1.1387,135.52,1.0796,0.7379,1.0
2015-02-20,1.1298,133.91,1.0718,0.7348,1.0
2015-02-23,1.1298,134.5,1.0727,0.7352,1.0
2015-02-24,1.1328,135.36,1.0755,0.7344,1.0
2015-02-25,1.1346,134.92,1.0773,0.7328,1.0
2015-02-26,1.1317,134.54,1.0745,0.7301,1.0
2015-02-27,1.124,134.05,1.0636,0.7278,1.0
2015-03-02,1.1227,134.47,1.0724,0.7294,1.0
2015-03-03,1.1168,133.74,1.0736,0.7276,1.0
2015-03-04,1.1124,133.15,1.0694,0.7259,1.0
2015-03-05,1.1069,133.1,1.0697,0.7251,1.0
2015-03-06,1.0963,131.48,1.07,0.722,1.0
2015-03-09,1.086,131.31,1.0691,0.7186,1.0
2015-03-10,1.0738,130.29,1.0703,0.7128,1.0
2015-03-11,1.0578,128.33,1.0655,0.70355,1.0
2015-03-12,1.0613,128.29,1.0636,0.7091,1.0
2015-03-13,1.0572,128.41,1.0648,0.71525,1.0
2015-03-16,1.0557,127.96,1.0615,0.7131,1.0
2015-03-17,1.0635,128.9,1.066,0.71995,1.0
2015-03-18,1.0592,128.35,1.0627,0.723,1.0
2015-03-19,1.0677,129.12,1.0595,0.7183,1.0
2015-03-20,1.0776,130.26,1.0552,0.7255,1.0
2015-03-23,1.0912,130.8,1.0561,0.7318,1.0
2015-03-24,1.095,130.89,1.0491,0.7344,1.0
2015-03-25,1.0985,131.13,1.0517,0.7365,1.0
2015-03-26,1.0973,130.67,1.0498,0.7371,1.0
2015-03-27,1.0856,129.39,1.0476,0.7298,1.0
2015-03-30,1.0845,130.02,1.0439,0.7328,1.0
2015-03-31,1.0759,128.95,1.0463,0.7273,1.0
2015-04-01,1.0755,129.29,1.0426,0.7285,1.0
2015-04-02,1.083,129.59,1.04,0.7316,1.0
2015-04-07,1.0847,130.33,1.0438,0.7286,1.0
2015-04-08,1.0862,130.09,1.0438,0.7264,1.0
2015-04-09,1.0774,129.22,1.0447,0.7268,1.0
2015-04-10,1.057,127.32,1.039,0.7244,1.0
2015-04-13,1.0552,127.2,1.0373,0.7215,1.0
2015-04-14,1.0564,126.67,1.0344,0.7217,1.0
2015-04-15,1.0579,126.52,1.0321,0.7168,1.0
2015-04-16,1.0711,127.64,1.0327,0.7189,1.0
2015-04-17,1.0814,128.45,1.0297,0.7199,1.0
2015-04-20,1.0723,127.68,1.0283,0.71955,1.0
2015-04-21,1.07,127.75,1.0252,0.7187,1.0
2015-04-22,1.0743,128.45,1.0323,0.7129,1.0
2015-04-23,1.0772,129.36,1.0383,0.717,1.0
2015-04-24,1.0824,129.36,1.0338,0.7159,1.0
2015-04-27,1.0822,129.23,1.0367,0.7162,1.0
2015-04-28,1.0927,130.09,1.0464,0.715,1.0
2015-04-29,1.1002,131.2,1.0491,0.7161,1.0
2015-04-30,1.1215,133.26,1.0486,0.7267,1.0
2015-05-04,1.1152,134.07,1.0431,0.73788,1.0
2015-05-05,1.1117,133.92,1.0376,0.735,1.0
2015-05-06,1.123,134.59,1.0374,0.7376,1.0
2015-05-07,1.1305,134.72,1.0343,0.7425,1.0
2015-05-08,1.1221,134.9,1.0385,0.728,1.0
2015-05-11,1.1142,133.64,1.0403,0.7196,1.0
2015-05-12,1.1239,134.85,1.0396,0.7164,1.0
2015-05-13,1.1221,134.31,1.041,0.7174,1.0
2015-05-14,1.1419,136.12,1.0386,0.7231,1.0
2015-05-15,1.1328,135.78,1.0463,0.7211,1.0
2015-05-18,1.1389,136.33,1.0482,0.727,1.0
2015-05-19,1.118,134.36,1.042,0.72185,1.0
2015-05-20,1.1118,134.43,1.0429,0.7157,1.0
2015-05-21,1.1133,134.79,1.0394,0.7099,1.0
2015-05-22,1.1164,135.01,1.0417,0.7138,1.0
2015-05-25,1.0978,133.39,1.0349,0.71,1.0
2015-05-26,1.0926,134.07,1.0351,0.7096,1.0
2015-05-27,1.0863,134.37,1.0331,0.707,1.0
2015-05-28,1.0896,135.36,1.0344,0.7124,1.0
2015-05-29,1.097,135.95,1.0341,0.719,1.0
2015-06-01,1.0944,135.79,1.0331,0.71925,1.0
2015-06-02,1.1029,137.52,1.0391,0.7243,1.0
2015-06-03,1.1134,138.46,1.0427,0.7275,1.0
2015-06-04,1.1317,140.47,1.0551,0.7354,1.0
2015-06-05,1.1218,139.97,1.0478,0.7317,1.0
2015-06-08,1.1162,139.84,1.047,0.7318,1.0
2015-06-09,1.1249,139.56,1.0465,0.7354,1.0
2015-06-10,1.1279,138.69,1.0486,0.7284,1.0
2015-06-11,1.1232,138.95,1.0523,0.7266,1.0
2015-06-12,1.122,138.78,1.0469,0.7245,1.0
2015-06-15,1.1218,138.54,1.0512,0.7234,1.0
2015-06-16,1.1215,138.42,1.0465,0.7182,1.0
2015-06-17,1.1279,139.78,1.0451,0.717,1.0
2015-06-18,1.1404,139.94,1.0461,0.7167,1.0
2015-06-19,1.1299,139.19,1.0449,0.7134,1.0
2015-06-22,1.1345,139.8,1.0435,0.7169,1.0
2015-06-23,1.1204,138.72,1.0449,0.7101,1.0
2015-06-24,1.1213,138.93,1.0449,0.7118,1.0
2015-06-25,1.1206,138.52,1.0507,0.7126,1.0
2015-06-26,1.1202,138.58,1.0447,0.7123,1.0
2015-06-29,1.1133,136.81,1.0376,0.7085,1.0
2015-06-30,1.1189,137.01,1.0413,0.7114,1.0
2015-07-01,1.11,136.63,1.0457,0.70905,1.0
2015-07-02,1.1066,136.82,1.0507,0.7103,1.0
2015-07-03,1.1096,136.38,1.0466,0.7102,1.0
2015-07-06,1.1008,135.11,1.0422,0.708,1.0
2015-07-07,1.0931,133.88,1.0383,0.7077,1.0
2015-07-08,1.1024,133.88,1.0463,0.7173,1.0
2015-07-09,1.1054,134.3,1.0504,0.7176,1.0
2015-07-10,1.1185,136.88,1.0464,0.7208,1.0
2015-07-13,1.1049,136.3,1.0478,0.7115,1.0
2015-07-14,1.1031,136.02,1.0422,0.7084,1.0
2015-07-15,1.1009,135.95,1.0439,0.7045,1.0
2015-07-16,1.0867,134.9,1.0407,0.6981,1.0
2015-07-17,1.0889,135.01,1.0431,0.6983,1.0
2015-07-20,1.0852,134.83,1.0443,0.6971,1.0
2015-07-21,1.0867,135.17,1.044,0.6987,1.0
2015-07-22,1.0902,134.98,1.0482,0.6982,1.0
2015-07-23,1.0999,136.15,1.0517,0.7044,1.0
2015-07-24,1.0939,135.7,1.0512,0.7069,1.0
2015-07-27,1.1058,136.23,1.0595,0.7127,1.0
2015-07-28,1.1025,136.46,1.0659,0.7074,1.0
2015-07-29,1.103,136.5,1.0622,0.7053,1.0
2015-07-30,1.0955,136.25,1.0633,0.701,1.0
2015-07-31,1.0967,136.34,1.0565,0.7041,1.0
2015-08-03,1.0951,136.07,1.0598,0.7028,1.0
2015-08-04,1.0973,136.07,1.064,0.70275,1.0
2015-08-05,1.0883,135.23,1.0658,0.6963,1.0
2015-08-06,1.0885,135.94,1.0713,0.7014,1.0
2015-08-07,1.0941,136.43,1.0738,0.7051,1.0
2015-08-10,1.096,136.67,1.08,0.7071,1.0
2015-08-11,1.1055,137.99,1.0859,0.7088,1.0
2015-08-12,1.1155,138.45,1.0864,0.7149,1.0
2015-08-13,1.1109,138.23,1.0849,0.7106,1.0
2015-08-14,1.1171,138.7,1.0875,0.7145,1.0
2015-08-17,1.11,138.22,1.0841,0.7105,1.0
2015-08-18,1.106,137.44,1.0798,0.7042,1.0
2015-08-19,1.1041,137.31,1.0755,0.7049,1.0
2015-08-20,1.1183,138.5,1.0772,0.7138,1.0
2015-08-21,1.1281,138.4,1.0765,0.7198,1.0
2015-08-24,1.1497,137.8,1.0777,0.7302,1.0
2015-08-25,1.1506,137.84,1.0834,0.729,1.0
2015-08-26,1.1402,136.46,1.0778,0.7314,1.0
2015-08-27,1.1284,135.62,1.0771,0.7312,1.0
2015-08-28,1.1268,136.16,1.0807,0.7321,1.0
2015-08-31,1.1215,136.07,1.0825,0.72753,1.0
2015-09-01,1.1236,134.87,1.0825,0.7328,1.0
2015-09-02,1.1255,135.21,1.0867,0.7369,1.0
2015-09-03,1.1229,134.98,1.0903,0.7345,1.0
2015-09-04,1.1138,132.82,1.0839,0.7315,1.0
2015-09-07,1.1146,133.09,1.0871,0.73035,1.0
2015-09-08,1.1162,133.82,1.092,0.7244,1.0
2015-09-09,1.1139,134.65,1.0893,0.7251,1.0
2015-09-10,1.1185,135.38,1.0923,0.72655,1.0
2015-09-11,1.1268,136.02,1.1031,0.7306,1.0
2015-09-14,1.1305,136.04,1.0979,0.7334,1.0
2015-09-15,1.132,135.44,1.0971,0.7346,1.0
2015-09-16,1.1228,135.45,1.0943,0.72665,1.0
2015-09-17,1.1312,136.76,1.095,0.72865,1.0
2015-09-18,1.1419,136.31,1.0913,0.7298,1.0
2015-09-21,1.125,135.5,1.0906,0.7243,1.0
2015-09-22,1.1155,133.75,1.086,0.7223,1.0
2015-09-23,1.115,134.03,1.0882,0.7297,1.0
2015-09-24,1.1241,134.48,1.0928,0.7387,1.0
2015-09-25,1.1151,134.92,1.0922,0.73475,1.0
2015-09-28,1.117,134.13,1.0941,0.7352,1.0
2015-09-29,1.1204,134.38,1.0901,0.7391,1.0
2015-09-30,1.1203,134.69,1.0915,0.7385,1.0
2015-10-01,1.1153,133.56,1.0903,0.7367,1.0
2015-10-02,1.116,134.24,1.0923,0.7358,1.0
2015-10-05,1.1236,135.07,1.0938,0.7402,1.0
2015-10-06,1.1224,135.07,1.0936,0.7399,1.0
2015-10-07,1.1266,135.3,1.0882,0.7358,1.0
2015-10-08,1.1254,134.92,1.0935,0.7366,1.0
2015-10-09,1.1362,136.65,1.0919,0.7407,1.0
2015-10-12,1.1373,136.61,1.0928,0.7401,1.0
2015-10-13,1.1374,136.16,1.091,0.748,1.0
2015-10-14,1.141,136.48,1.0901,0.7418,1.0
2015-10-15,1.1439,135.23,1.0873,0.7397,1.0
2015-10-16,1.136,135.25,1.0809,0.7356,1.0
2015-10-19,1.1333,135.29,1.0834,0.7317,1.0
2015-10-20,1.1373,136.16,1.0823,0.7352,1.0
2015-10-21,1.1354,136.3,1.0864,0.7349,1.0
2015-10-22,1.1313,135.49,1.0886,0.7314,1.0
2015-10-23,1.1084,133.8,1.0793,0.71955,1.0
2015-10-26,1.1011,133.26,1.0823,0.7184,1.0
2015-10-27,1.1061,133.06,1.088,0.7214,1.0
2015-10-28,1.1085,133.38,1.0899,0.7248,1.0
2015-10-29,1.093,132.3,1.0851,0.7167,1.0
2015-10-30,1.1017,132.88,1.09,0.7182,1.0
2015-11-02,1.1032,133.02,1.0885,0.7132,1.0
2015-11-03,1.0976,132.65,1.0869,0.71315,1.0
2015-11-04,1.0935,132.45,1.0813,0.7094,1.0
2015-11-05,1.0883,132.65,1.0833,0.7126,1.0
2015-11-06,1.0864,132.41,1.083,0.71765,1.0
2015-11-09,1.0776,133.08,1.0815,0.7141,1.0
2015-11-10,1.0711,131.98,1.0765,0.7084,1.0
2015-11-11,1.0716,131.9,1.0783,0.706,1.0
2015-11-12,1.0726,131.92,1.0769,0.7064,1.0
2015-11-13,1.0764,132.04,1.0786,0.70705,1.0
2015-11-16,1.0723,132.01,1.0791,0.7058,1.0
2015-11-17,1.067,131.49,1.0806,0.7017,1.0
2015-11-18,1.0666,131.65,1.0838,0.7009,1.0
2015-11-19,1.0687,131.6,1.0893,0.6998,1.0
2015-11-20,1.0688,131.28,1.0844,0.701,1.0
2015-11-23,1.0631,130.92,1.0848,0.7025,1.0
2015-11-24,1.0651,130.52,1.0832,0.7062,1.0
2015-11-25,1.0586,129.94,1.082,0.70175,1.0
2015-11-26,1.0612,130.06,1.0868,0.7028,1.0
2015-11-27,1.058,129.75,1.09,0.7029,1.0
2015-11-30,1.0579,130.22,1.0903,0.7048,1.0
2015-12-01,1.06,130.57,1.0908,0.7036,1.0
2015-12-02,1.0612,130.7,1.088,0.7059,1.0
2015-12-03,1.0671,131.58,1.084,0.7122,1.0
2015-12-04,1.0902,134.08,1.0882,0.7201,1.0
2015-12-07,1.0809,133.4,1.083,0.7177,1.0
2015-12-08,1.0875,133.64,1.082,0.7271,1.0
2015-12-09,1.0941,134.04,1.083,0.7251,1.0
2015-12-10,1.0943,132.97,1.0806,0.7235,1.0
2015-12-11,1.095,133.02,1.0819,0.7224,1.0
2015-12-14,1.0983,132.54,1.0771,0.726,1.0
2015-12-15,1.099,132.97,1.0831,0.7252,1.0
2015-12-16,1.0933,133.18,1.0824,0.7283,1.0
2015-12-17,1.0841,132.82,1.0807,0.7266,1.0
